id,name,code,description,status,approver_id,approved_at,created_at,updated_at,created_by,leader_id,plant_id,cost_center_id
2013,TU0805YR-153-X108Z2_P001,TU0805YR-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2014,TU0805YR-153-X108Z1_P001,TU0805YR-153-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2015,TU0805YR-153-X101USZ2_P001,TU0805YR-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2016,TU0805YR-153-X101USZ1_P001,TU0805YR-153-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2017,TU0805YR-153_P001,TU0805YR-153_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2018,TU0805YR1-500Z2_P001,TU0805YR1-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2019,TU0805YR1-500-X108Z2_P001,TU0805YR1-500-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2020,TU0805YR1-33Z34_P001,TU0805YR1-33Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2021,TU0805YR1-33Z2_P001,TU0805YR1-33Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2022,TU0805YR1-33-X108Z2_P001,TU0805YR1-33-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2023,TU0805YR1-33-X101USZ2_P001,TU0805YR1-33-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2024,TU0805YR1-305Z2_P001,TU0805YR1-305Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2025,TU0805YR1-305-X108Z2_P001,TU0805YR1-305-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2026,TU0805YR1-20Z34_P001,TU0805YR1-20Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2027,TU0805YR1-20Z2_P001,TU0805YR1-20Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2028,TU0805YR1-20-X122Z2_P001,TU0805YR1-20-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2029,TU0805YR1-153Z34_P001,TU0805YR1-153Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2030,TU0805YR1-153Z2_P001,TU0805YR1-153Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2031,TU0805YR1-153-X108Z2_P001,TU0805YR1-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2032,TU0805YR1-153-X101USZ2_P001,TU0805YR1-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2033,TU0805YR1-100Z34_P001,TU0805YR1-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2034,TU0805YR1-100Z2_P001,TU0805YR1-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2035,TU0805YR1-100-X122Z2_P001,TU0805YR1-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2036,TU0805YR1-100-X108Z2_P001,TU0805YR1-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2037,TU0805YR1-100-X101USZ2_P001,TU0805YR1-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2038,TU0805YR-100Z34_P001,TU0805YR-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2039,TU0805YR-100Z2_P001,TU0805YR-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2040,TU0805YR-100Z1_P001,TU0805YR-100Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2041,TU0805Y2-33Z2_P001,TU0805Y2-33Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2042,TU0805Y2-33-X108Z2_P001,TU0805Y2-33-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2043,TU0805YR-100-X214Z2_P001,TU0805YR-100-X214Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2044,TU0805YR-100-X122Z2_P001,TU0805YR-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2045,TU0805YR-100-X108Z2_P001,TU0805YR-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2046,TU0805YR-100-X108Z1_P001,TU0805YR-100-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2047,TU0805YR-100-X101USZ2_P001,TU0805YR-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2048,TU0805YR-100-X101USZ1_P001,TU0805YR-100-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2049,TU0805YR-100_P001,TU0805YR-100_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2050,TU0805Y-500Z2_P001,TU0805Y-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2051,TU0805Y-500Z1_P001,TU0805Y-500Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2052,TU0805Y-500-X108Z2_P001,TU0805Y-500-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2053,TU0805Y-500-X108Z1_P001,TU0805Y-500-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2054,TU0805Y-500_P001,TU0805Y-500_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2055,TU0805Y3-500Z2_P001,TU0805Y3-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2056,TU0805Y3-500-X108Z2_P001,TU0805Y3-500-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2057,TU0805Y-33Z34_P001,TU0805Y-33Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2058,TU0805Y-33Z2_P001,TU0805Y-33Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2059,TU0805Y-33Z1_P001,TU0805Y-33Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2060,TU0805Y-33-X108Z2_P001,TU0805Y-33-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2061,TU0805Y-33-X108Z1_P001,TU0805Y-33-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2062,TU0805Y-33-X101USZ2_P001,TU0805Y-33-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2063,TU0805Y2-33-X101USZ2_P001,TU0805Y2-33-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2064,TU0805Y-33-X101USZ1_P001,TU0805Y-33-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2065,TU0805Y3-33Z34_P001,TU0805Y3-33Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2066,TU0805Y3-33Z2_P001,TU0805Y3-33Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2067,TU0805Y3-33-X108Z2_P001,TU0805Y3-33-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2068,TU0805Y3-33-X101USZ2_P001,TU0805Y3-33-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2069,TU0805Y3-305Z2_P001,TU0805Y3-305Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2070,TU0805Y3-305-X108Z2_P001,TU0805Y3-305-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2071,TU0805Y-33_P001,TU0805Y-33_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2072,TU0805Y3-20Z34_P001,TU0805Y3-20Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2073,TU0805Y3-20Z2_P001,TU0805Y3-20Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2074,TU0805Y3-20-X122Z2_P001,TU0805Y3-20-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2075,TU0805Y3-153Z34_P001,TU0805Y3-153Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2076,TU0805Y3-153Z2_P001,TU0805Y3-153Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2077,TU0805Y3-153-X108Z2_P001,TU0805Y3-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2078,TU0805Y3-153-X101USZ2_P001,TU0805Y3-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2079,TU0805Y3-100Z34_P001,TU0805Y3-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2080,TU0805Y3-100Z2_P001,TU0805Y3-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2081,TU0805Y3-100-X122Z2_P001,TU0805Y3-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2082,TU0805Y3-100-X108Z2_P001,TU0805Y3-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2083,TU0805Y3-100-X101USZ2_P001,TU0805Y3-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2084,TU0805Y-305Z2_P001,TU0805Y-305Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2085,TU0805Y-305Z1_P001,TU0805Y-305Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2086,TU0805Y-305-X108Z2_P001,TU0805Y-305-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2087,TU0805Y-305-X108Z1_P001,TU0805Y-305-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2088,TU0805Y-305_P001,TU0805Y-305_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2089,TU0805Y2-500Z2_P001,TU0805Y2-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2090,TU0805Y2-500-X108Z2_P001,TU0805Y2-500-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2091,TU0805W-33-X101USZ1_P001,TU0805W-33-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2092,TU0805Y2-305Z2_P001,TU0805Y2-305Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2093,TU0805Y2-305-X108Z2_P001,TU0805Y2-305-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2094,TU0805Y2-20Z34_P001,TU0805Y2-20Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2095,TU0805Y2-20Z2_P001,TU0805Y2-20Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2096,TU0805Y2-20-X122Z2_P001,TU0805Y2-20-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2097,TU0805Y2-153Z34_P001,TU0805Y2-153Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2098,TU0805Y2-153Z2_P001,TU0805Y2-153Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2099,TU0805Y2-153-X108Z2_P001,TU0805Y2-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2100,TU0805Y2-153-X101USZ2_P001,TU0805Y2-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2101,TU0805Y2-100Z34_P001,TU0805Y2-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2102,TU0805Y2-100Z2_P001,TU0805Y2-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2103,TU0805Y2-100-X122Z2_P001,TU0805Y2-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2104,TU0805Y2-100-X108Z2_P001,TU0805Y2-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2105,TU0805Y2-100-X101USZ2_P001,TU0805Y2-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2106,TU0805Y-20Z34_P001,TU0805Y-20Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2107,TU0805Y-20Z2_P001,TU0805Y-20Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2108,TU0805Y-20Z1_P001,TU0805Y-20Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2109,TU0805Y-20-X214Z2_P001,TU0805Y-20-X214Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2110,TU0805Y-20-X122Z2_P001,TU0805Y-20-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2111,TU0805Y-20_P001,TU0805Y-20_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2112,TU0805Y-153Z34_P001,TU0805Y-153Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2113,TU0805Y-153Z2_P001,TU0805Y-153Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2114,TU0805Y-153Z1_P001,TU0805Y-153Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2115,TU0805Y-153-X108Z2_P001,TU0805Y-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2116,TU0805Y-153-X108Z1_P001,TU0805Y-153-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2117,TU0805Y-153-X101USZ2_P001,TU0805Y-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2118,TU0805Y-153-X101USZ1_P001,TU0805Y-153-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2119,TU0805Y-153_P001,TU0805Y-153_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2120,TU0805Y1-500Z2_P001,TU0805Y1-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2121,TU0805Y1-500-X108Z2_P001,TU0805Y1-500-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2122,TU0805Y1-33Z34_P001,TU0805Y1-33Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2123,TU0805Y1-33Z2_P001,TU0805Y1-33Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2124,TU0805Y1-33-X108Z2_P001,TU0805Y1-33-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2125,TU0805Y1-33-X101USZ2_P001,TU0805Y1-33-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2126,TU0805Y1-305Z2_P001,TU0805Y1-305Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2127,TU0805Y1-305-X108Z2_P001,TU0805Y1-305-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2128,TU0805Y1-20Z34_P001,TU0805Y1-20Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2129,TU0805Y1-20Z2_P001,TU0805Y1-20Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2130,TU0805Y1-20-X122Z2_P001,TU0805Y1-20-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2131,TU0805Y1-153Z34_P001,TU0805Y1-153Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2132,TU0805Y1-153Z2_P001,TU0805Y1-153Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2133,TU0805Y1-153-X108Z2_P001,TU0805Y1-153-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2134,TU0805Y1-153-X101USZ2_P001,TU0805Y1-153-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2135,TU0805Y1-100Z34_P001,TU0805Y1-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2136,TU0805Y1-100Z2_P001,TU0805Y1-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2137,TU0805Y1-100-X122Z2_P001,TU0805Y1-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2138,TU0805Y1-100-X108Z2_P001,TU0805Y1-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2139,TU0805Y1-100-X101USZ2_P001,TU0805Y1-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2140,TU0805Y-100Z34_P001,TU0805Y-100Z34_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2141,TU0805Y-100Z2_P001,TU0805Y-100Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2142,TU0805Y-100Z1_P001,TU0805Y-100Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2143,TU0805Y-100-X214Z2_P001,TU0805Y-100-X214Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2144,TU0805Y-100-X122Z2_P001,TU0805Y-100-X122Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2145,TU0805Y-100-X108Z2_P001,TU0805Y-100-X108Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2146,TU0805Y-100-X108Z1_P001,TU0805Y-100-X108Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2147,TU0805Y-100-X101USZ2_P001,TU0805Y-100-X101USZ2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2148,TU0805Y-100-X101USZ1_P001,TU0805Y-100-X101USZ1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2149,TU0805Y-100_P001,TU0805Y-100_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2150,TU0805W-500Z2_P001,TU0805W-500Z2_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
2151,TU0805W-500Z1_P001,TU0805W-500Z1_P001,,1,,,2024-08-21 15:20:26.499949 +00:00,2024-08-21 15:20:26.499949 +00:00,1,,,654dea19ea28000066005280
