id,item_id,item_code,created_at,updated_at
2569,10356,TU0805BU3-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2570,5102,TU0805BU3-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2571,3427,TU0805BU3-100Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2572,25008,TU0805BU3-100-X148Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2573,24987,TU0805BU3-100-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2574,10530,TU0805BU3-100-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2575,10066,TU0805BU3-100-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2576,7660,TU0805BU-305Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2577,7475,TU0805BU-305Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2578,10819,TU0805BU-305-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2579,12658,TU0805BU-305-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2580,7317,TU0805BU-305,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2581,7957,TU0805BU2-500Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2582,10963,TU0805BU2-500-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2583,6878,TU0805BU2-33Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2584,7100,TU0805BU2-33Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2585,11808,TU0805BU2-33-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2586,19882,TU0805BU2-33-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2587,7667,TU0805BU2-305Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2588,10818,TU0805BU2-305-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2589,5101,TU0805BU2-20Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2590,3426,TU0805BU2-20Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2591,10063,TU0805BU-100-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2592,10674,TU0805BU2-153-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2593,10355,TU0805BU2-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2594,5100,TU0805BU2-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2595,3425,TU0805BU2-100Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2596,24986,TU0805BU2-100-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2597,10529,TU0805BU2-100-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2598,10065,TU0805BU2-100-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2599,5087,TU0805BU-20Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2600,3412,TU0805BU-20Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2601,3227,TU0805BU-20Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2602,18971,TU0805BU-20-X214Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2603,24952,TU0805BU-20-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2604,30001,TU0805BU-20U0259Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2605,2488,TU0805BU-20,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2606,6577,TU0805BU-153Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2607,6289,TU0805BU-153Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2608,6196,TU0805BU-153Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2609,10673,TU0805BU-153-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2610,12623,TU0805BU-153-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2611,10354,TU0805BU-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2612,12546,TU0805BU-153-X101USZ1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2613,6117,TU0805BU-153,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2614,7956,TU0805BU1-500Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2615,10962,TU0805BU1-500-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2616,6877,TU0805BU1-33Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2617,7099,TU0805BU1-33Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2618,11807,TU0805BU1-33-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2619,19881,TU0805BU1-33-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2620,7666,TU0805BU1-305Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2621,10817,TU0805BU1-305-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2622,5099,TU0805BU1-20Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2623,3424,TU0805BU1-20Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2624,24956,TU0805BU1-20-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2625,6583,TU0805BU1-153Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2626,6295,TU0805BU1-153Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2627,10672,TU0805BU1-153-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2628,10353,TU0805BU1-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2629,5098,TU0805BU1-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2630,3423,TU0805BU1-100Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2631,24985,TU0805BU1-100-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2632,10528,TU0805BU1-100-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2633,10064,TU0805BU1-100-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2634,5086,TU0805BU-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2635,3411,TU0805BU-100Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2636,3228,TU0805BU-100Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2637,19059,TU0805BU-100-X214Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2638,24981,TU0805BU-100-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2639,10527,TU0805BU-100-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2640,12588,TU0805BU-100-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2641,12476,TU0805BU-100-X101USZ1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2642,30000,TU0805BU-100U0259Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2643,2487,TU0805BU-100,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2644,7959,TU0805BR1-500Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2645,10961,TU0805BR1-500-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2646,6880,TU0805BR1-33Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2647,7102,TU0805BR1-33Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2648,11805,TU0805BR1-33-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2649,19879,TU0805BR1-33-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2650,7669,TU0805BR1-305Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2651,10816,TU0805BR1-305-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2652,5105,TU0805BR1-20Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2653,3430,TU0805BR1-20Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2654,24959,TU0805BR1-20-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2655,6586,TU0805BR1-153Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2656,6298,TU0805BR1-153Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2657,10671,TU0805BR1-153-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2658,10352,TU0805BR1-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2659,5104,TU0805BR1-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2660,3429,TU0805BR1-100Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2661,24988,TU0805BR1-100-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2662,10526,TU0805BR1-100-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2663,10062,TU0805BR1-100-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2664,9494,TU0805B-500Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2665,9490,TU0805B-500Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2666,9486,TU0805B-500Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2667,9482,TU0805B-500Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2668,9478,TU0805B-500Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2669,9474,TU0805B-500Z3,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2670,7949,TU0805B-500Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2671,9904,TU0805B-500Z18,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2672,9900,TU0805B-500Z17,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2673,9896,TU0805B-500Z16,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2674,9892,TU0805B-500Z15,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2675,9888,TU0805B-500Z14,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2676,9884,TU0805B-500Z13,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2677,8224,TU0805B-500Z12,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2678,9880,TU0805B-500Z11,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2679,9498,TU0805B-500Z10,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2680,7544,TU0805B-500Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2681,10960,TU0805B-500-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2682,12692,TU0805B-500-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2683,7396,TU0805B-500,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2684,9491,TU0805B-33Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2685,9487,TU0805B-33Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2686,9483,TU0805B-33Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2687,9479,TU0805B-33Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2688,9475,TU0805B-33Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2689,6870,TU0805B-33Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2690,7058,TU0805B-33Z33,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2691,3641,TU0805B-100Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2692,9471,TU0805B-33Z3,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2693,7092,TU0805B-33Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2694,9901,TU0805B-33Z18,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2695,9897,TU0805B-33Z17,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2696,9893,TU0805B-33Z16,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2697,9889,TU0805B-33Z15,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2698,9885,TU0805B-33Z14,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2699,9881,TU0805B-33Z13,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2700,8194,TU0805B-33Z12,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2701,9877,TU0805B-33Z11,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2702,9495,TU0805B-33Z10,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2703,6989,TU0805B-33Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2704,11804,TU0805B-33-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2705,12874,TU0805B-33-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2706,19878,TU0805B-33-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2707,19757,TU0805B-33-X101USZ1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2708,7025,TU0805B-33,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2709,9493,TU0805B-305Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2710,9489,TU0805B-305Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2711,9485,TU0805B-305Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2712,9481,TU0805B-305Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2713,9477,TU0805B-305Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2714,9473,TU0805B-305Z3,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2715,7659,TU0805B-305Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2716,9903,TU0805B-305Z18,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2717,9899,TU0805B-305Z17,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2718,9895,TU0805B-305Z16,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2719,9891,TU0805B-305Z15,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2720,9887,TU0805B-305Z14,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2721,9883,TU0805B-305Z13,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2722,8214,TU0805B-305Z12,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2723,9879,TU0805B-305Z11,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2724,9497,TU0805B-305Z10,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2725,7474,TU0805B-305Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2726,10815,TU0805B-305-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2727,12657,TU0805B-305-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2728,7316,TU0805B-305,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2729,3642,TU0805B-20Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2730,3632,TU0805B-20Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2731,3622,TU0805B-20Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2732,3612,TU0805B-20Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2733,3602,TU0805B-20Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2734,3592,TU0805B-20Z4,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2735,5085,TU0805B-20Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2736,3764,TU0805B-20Z33,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2737,34986,TU0805B-20Z32,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2738,34976,TU0805B-20Z31,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2739,34966,TU0805B-20Z30,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2740,3582,TU0805B-20Z3,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2741,34956,TU0805B-20Z29,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2742,34946,TU0805B-20Z28,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2743,34936,TU0805B-20Z27,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2744,34926,TU0805B-20Z26,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2745,34916,TU0805B-20Z25,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2746,34906,TU0805B-20Z24,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2747,34896,TU0805B-20Z23,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2748,34886,TU0805B-20Z22,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2749,34876,TU0805B-20Z21,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2750,34866,TU0805B-20Z20,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2751,3410,TU0805B-20Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2752,34856,TU0805B-20Z19,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2753,3732,TU0805B-20Z18,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2754,3722,TU0805B-20Z17,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2755,3712,TU0805B-20Z16,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2756,3702,TU0805B-20Z15,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2757,3692,TU0805B-20Z14,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2758,3682,TU0805B-20Z13,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2759,3672,TU0805B-20Z12,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2760,3662,TU0805B-20Z11,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2761,3652,TU0805B-20Z10,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2762,3225,TU0805B-20Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2763,18970,TU0805B-20-X214Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2764,24949,TU0805B-20-X122Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2765,29999,TU0805B-20U0259Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2766,2485,TU0805B-20,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2767,9492,TU0805B-153Z9,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2768,9488,TU0805B-153Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2769,9484,TU0805B-153Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2770,9480,TU0805B-153Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2771,9476,TU0805B-153Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2772,6576,TU0805B-153Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2773,6829,TU0805B-153Z33,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2774,9472,TU0805B-153Z3,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2775,6288,TU0805B-153Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2776,9902,TU0805B-153Z18,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2777,9898,TU0805B-153Z17,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2778,9894,TU0805B-153Z16,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2779,9890,TU0805B-153Z15,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2780,9886,TU0805B-153Z14,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2781,9882,TU0805B-153Z13,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2782,8204,TU0805B-153Z12,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2783,9878,TU0805B-153Z11,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2784,9496,TU0805B-153Z10,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2785,6195,TU0805B-153Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2786,10670,TU0805B-153-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2787,12622,TU0805B-153-X108Z1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2788,10351,TU0805B-153-X101USZ2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2789,12545,TU0805B-153-X101USZ1,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2790,6116,TU0805B-153,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2791,11801,TU0604YR-33-X108Z2,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2792,3631,TU0805B-100Z8,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2793,3621,TU0805B-100Z7,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2794,3611,TU0805B-100Z6,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2795,3601,TU0805B-100Z5,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2796,3591,TU0805B-100Z4,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2797,5084,TU0805B-100Z34,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2798,3763,TU0805B-100Z33,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
2799,34985,TU0805B-100Z32,2024-08-21 13:53:12.349479 +00:00,2024-08-21 13:53:12.349479 +00:00
